,Avg. Weight (Kgs),Suitability,Category,Color,Finish,Sizes (mm),Qty. Per Box (Pcs),Coverage Area (Sq.mt),Variant_Application
351,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Cream'],['High Glossy'],['600 x 1200'],['2'],['1.44'],['Commercial_Tiles']
352,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Grey'],['High Glossy'],['600 x 1200'],['2'],['1.44'],['Commercial_Tiles']
353,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Black'],['High Glossy'],['600 x 1200'],['2'],['1.44'],['Commercial_Tiles']
354,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Grey'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Commercial_Tiles']
355,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Grey'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Commercial_Tiles']
356,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['White'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Commercial_Tiles']
357,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Cream'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Commercial_Tiles']
358,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Red'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Commercial_Tiles']
359,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Cream'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Commercial_Tiles']
360,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Cream'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Commercial_Tiles']
361,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['White'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Commercial_Tiles']
362,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Black'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Commercial_Tiles']
363,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Grey'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Commercial_Tiles']
364,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Cream'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Commercial_Tiles']
365,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Grey'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Commercial_Tiles']
366,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Cream'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Commercial_Tiles']
367,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Red'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Commercial_Tiles']
368,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Brown'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Commercial_Tiles']
369,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Grey'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Commercial_Tiles']
370,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Black'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Commercial_Tiles']
371,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Grey'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Commercial_Tiles']
372,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Cream'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Commercial_Tiles']
373,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Brown'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Commercial_Tiles']
374,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Cream'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Commercial_Tiles']
375,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['White'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Commercial_Tiles']
376,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Green'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Commercial_Tiles']
377,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['White'],['Glossy                                                                                                                              Matt'],['600 x 1200'],['2'],['1.44'],['Commercial_Tiles']
378,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Black'],['High Glossy'],['600 x 1200'],['2'],['1.44'],['Commercial_Tiles']
379,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Black'],['High Glossy'],['600 x 1200'],['2'],['1.44'],['Commercial_Tiles']
380,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Black'],['High Glossy'],['600 x 1200'],['2'],['1.44'],['Commercial_Tiles']
381,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Cream'],['Carving'],['600 x 1200'],['2'],['1.44'],['Commercial_Tiles']
382,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['White'],['Carving'],['600 x 1200'],['2'],['1.44'],['Commercial_Tiles']
383,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Cream'],['Carving'],['600 x 1200'],['2'],['1.44'],['Commercial_Tiles']
384,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['White'],['Glossy'],['600 x 1200'],['2'],['1.44'],['Commercial_Tiles']
385,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Blue'],['High Glossy'],['600 x 1200'],['2'],['1.44'],['Commercial_Tiles']
386,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Sugar'],['300 x 600'],['5'],['0.90'],['Commercial_Tiles']
387,['14.5'],['Wall'],['Digital Wall Tiles'],"['Brown', 'Cream']",['Sugar'],['300 x 600'],['5'],['0.90'],['Commercial_Tiles']
388,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Sugar'],['300 x 600'],['5'],['0.90'],['Commercial_Tiles']
389,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Sugar'],['300 x 600'],['5'],['0.90'],['Commercial_Tiles']
390,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Sugar'],['300 x 600'],['5'],['0.90'],['Commercial_Tiles']
391,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Sugar'],['300 x 600'],['5'],['0.90'],['Commercial_Tiles']
392,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Sugar'],['300 x 600'],['5'],['0.90'],['Commercial_Tiles']
393,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Sugar'],['300 x 600'],['5'],['0.90'],['Commercial_Tiles']
394,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Sugar'],['300 x 600'],['5'],['0.90'],['Commercial_Tiles']
395,['14.5'],['Wall'],['Digital Wall Tiles'],['White'],['Sugar'],['300 x 600'],['5'],['0.90'],['Commercial_Tiles']
396,['14.5'],['Wall'],['Digital Wall Tiles'],['Grey'],['Sugar'],['300 x 600'],['5'],['0.90'],['Commercial_Tiles']
397,['14.5'],['Wall'],['Digital Wall Tiles'],['Grey'],['Sugar'],['300 x 600'],['5'],['0.90'],['Commercial_Tiles']
398,['14.5'],['Wall'],['Digital Wall Tiles'],['Grey'],['Sugar'],['300 x 600'],['5'],['0.90'],['Commercial_Tiles']
399,['14.5'],['Wall'],['Digital Wall Tiles'],['Blue'],['Sugar'],['300 x 600'],['5'],['0.90'],['Commercial_Tiles']
400,['14.5'],['Wall'],['Digital Wall Tiles'],['Blue'],['Sugar'],['300 x 600'],['5'],['0.90'],['Commercial_Tiles']
401,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Sugar'],['300 x 600'],['5'],['0.90'],['Commercial_Tiles']
402,['14.5'],['Wall'],['Digital Wall Tiles'],"['Blue', 'Cream']",['Sugar'],['300 x 600'],['5'],['0.90'],['Commercial_Tiles']
403,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Glossy'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
404,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Glossy'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
405,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Glossy'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
406,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Glossy'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
407,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Glossy'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
408,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Glossy'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
409,['14.5'],['Wall'],['Digital Wall Tiles'],['White'],['Glossy'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
410,['14.5'],['Wall'],['Digital Wall Tiles'],['Black'],['Glossy'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
411,['12.5'],['Floor'],['Digital Floor Tiles'],['Cream'],['Matt'],['300 x 300'],['9'],['0.81'],['Bathroom_Tile']
412,['14.5'],['Wall'],['Digital Wall Tiles'],"['Black', 'White']",['Glossy'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
413,['14.5'],['Wall'],['Digital Wall Tiles'],['Aqua'],['Glossy'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
414,['14.5'],['Wall'],['Digital Wall Tiles'],"['Aqua', 'Brown']",['Glossy'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
415,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Glossy'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
416,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Glossy'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
417,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Glossy'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
418,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Glossy'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
419,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Glossy'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
420,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Glossy'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
421,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Glossy'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
422,['14.5'],['Wall'],['Digital Wall Tiles'],['Green'],['Glossy'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
423,['14.5'],['Wall'],['Digital Wall Tiles'],['Green'],['Glossy'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
424,['14.5'],['Wall'],['Digital Wall Tiles'],['White'],['Glossy'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
425,['14.5'],['Wall'],['Digital Wall Tiles'],"['Grey', 'White']",['Glossy'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
426,['14.5'],['Wall'],['Digital Wall Tiles'],['Grey'],['Glossy'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
427,['14.5'],['Wall'],['Digital Wall Tiles'],['Grey'],['Glossy'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
428,['14.5'],['Wall'],['Digital Wall Tiles'],['Grey'],['Glossy'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
429,['14.5'],['Wall'],['Digital Wall Tiles'],['Grey'],['Glossy'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
430,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
431,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
432,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
433,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
434,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
435,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
436,['14.5'],['Wall'],['Digital Wall Tiles'],['Grey'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
437,['14.5'],['Wall'],['Digital Wall Tiles'],['Grey'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
438,['14.5'],['Wall'],['Digital Wall Tiles'],['Grey'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
439,['14.5'],['Wall'],['Digital Wall Tiles'],['White'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
440,['14.5'],['Wall'],['Digital Wall Tiles'],"['Grey', 'White']",['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
441,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
442,['14.5'],['Wall'],['Digital Wall Tiles'],"['Brown', 'Cream']",['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
443,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
444,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
445,['14.5'],['Wall'],['Digital Wall Tiles'],"['Brown', 'Cream']",['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
446,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
447,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
448,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
449,['14.5'],['Wall'],['Digital Wall Tiles'],['White'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
450,['14.5'],['Wall'],['Digital Wall Tiles'],['White'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
451,['14.5'],['Wall'],['Digital Wall Tiles'],['Grey'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
452,['14.5'],['Wall'],['Digital Wall Tiles'],['Grey'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
453,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
454,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
455,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
456,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
457,['14.5'],['Wall'],['Digital Wall Tiles'],"['Brown', 'Cream']",['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
458,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
459,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
460,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
461,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
462,['30'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Cream'],['Matt'],['600 x 600'],['4'],['1.44'],['Bathroom_Tile']
463,['30'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Brown'],['Matt'],['600 x 600'],['4'],['1.44'],['Bathroom_Tile']
464,['30'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Blue'],['Matt'],['600 x 600'],['4'],['1.44'],['Bathroom_Tile']
465,['30'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Grey'],['Matt'],['600 x 600'],['4'],['1.44'],['Bathroom_Tile']
466,['30'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Grey'],['Glossy                                                                                                                             Matt'],['600 x 600'],['4'],['1.44'],['Bathroom_Tile']
467,['30'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Grey'],['Glossy                                                                                                                             Matt'],['600 x 600'],['4'],['1.44'],['Bathroom_Tile']
468,['30'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Cream'],['Matt'],['600 x 600'],['4'],['1.44'],['Bathroom_Tile']
469,['12.5'],['Floor'],['Digital Floor Tiles'],['Cream'],['Matt'],['300 x 300'],['9'],['0.81'],['Bathroom_Tile']
470,['12.5'],['Floor'],['Digital Floor Tiles'],['Black'],['Matt'],['300 x 300'],['9'],['0.81'],['Bathroom_Tile']
471,['12.5'],['Floor'],['Digital Floor Tiles'],['Brown'],['Matt'],['300 x 300'],['9'],['0.81'],['Bathroom_Tile']
472,['12.5'],['Floor'],['Digital Floor Tiles'],['Brown'],['Matt'],['300 x 300'],['9'],['0.81'],['Bathroom_Tile']
473,['12.5'],['Floor'],['Digital Floor Tiles'],['Brown'],['Matt'],['300 x 300'],['9'],['0.81'],['Bathroom_Tile']
474,['12.5'],['Floor'],['Digital Floor Tiles'],['Cream'],['Matt'],['300 x 300'],['9'],['0.81'],['Bathroom_Tile']
475,['12.5'],['Floor'],['Digital Floor Tiles'],['Green'],['Matt'],['300 x 300'],['9'],['0.81'],['Bathroom_Tile']
476,['12.5'],['Floor'],['Digital Floor Tiles'],['Grey'],['Matt'],['300 x 300'],['9'],['0.81'],['Bathroom_Tile']
477,['12.5'],['Floor'],['Digital Floor Tiles'],['Grey'],['Matt'],['300 x 300'],['9'],['0.81'],['Bathroom_Tile']
478,['12.5'],['Floor'],['Digital Floor Tiles'],['Cream'],['Matt'],['300 x 300'],['9'],['0.81'],['Bathroom_Tile']
479,['12.5'],['Floor'],['Digital Floor Tiles'],['Brown'],['Matt'],['300 x 300'],['9'],['0.81'],['Bathroom_Tile']
480,['12.5'],['Floor'],['Digital Floor Tiles'],['Grey'],['Matt'],['300 x 300'],['9'],['0.81'],['Bathroom_Tile']
481,['12.5'],['Floor'],['Digital Floor Tiles'],['White'],['Matt'],['300 x 300'],['9'],['0.81'],['Bathroom_Tile']
482,['12.5'],['Floor'],['Digital Floor Tiles'],['Brown'],['Matt'],['300 x 300'],['9'],['0.81'],['Bathroom_Tile']
483,['12.5'],['Floor'],['Digital Floor Tiles'],['Brown'],['Matt'],['300 x 300'],['9'],['0.81'],['Bathroom_Tile']
484,['12.5'],['Floor'],['Digital Floor Tiles'],['Brown'],['Matt'],['300 x 300'],['9'],['0.81'],['Bathroom_Tile']
485,['12.5'],['Floor'],['Digital Floor Tiles'],['Grey'],['Matt'],['300 x 300'],['9'],['0.81'],['Bathroom_Tile']
486,['12.5'],['Floor'],['Digital Floor Tiles'],['Brown'],['Matt'],['300 x 300'],['9'],['0.81'],['Bathroom_Tile']
487,['30'],['Floor and Wall'],['Glazed Vitrified Tiles'],['White'],['Matt'],['600 x 600'],['4'],['1.44'],['Bathroom_Tile']
488,['30'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Brown'],['Glossy                                                                                                                             Matt'],['600 x 600'],['4'],['1.44'],['Bathroom_Tile']
489,['30'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Grey'],['Matt'],['600 x 600'],['4'],['1.44'],['Bathroom_Tile']
490,['30'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Brown'],['Matt'],['600 x 600'],['4'],['1.44'],['Bathroom_Tile']
491,"['30', '32']",['Floor and Wall'],['Glazed Vitrified Tiles'],['Brown'],['Matt'],"['600 x 600', '600 x 1200']","['4', '2']","['1.44', '1.44']",['Bathroom_Tile']
492,"['30', '32']",['Floor and Wall'],['Glazed Vitrified Tiles'],['Beige'],['Matt'],"['600 x 600', '600 x 1200']","['4', '2']","['1.44', '1.44']",['Bathroom_Tile']
493,"['30', '32']",['Floor and Wall'],['Glazed Vitrified Tiles'],['White'],['Matt'],"['600 x 600', '600 x 1200']","['4', '2']","['1.44', '1.44']",['Bathroom_Tile']
494,"['30', '32']",['Floor and Wall'],['Glazed Vitrified Tiles'],['Grey'],['Glossy'],"['600 x 600', '600 x 1200']","['4', '2']","['1.44', '1.44']",['Bathroom_Tile']
495,"['30', '32']",['Floor and Wall'],['Glazed Vitrified Tiles'],['Black'],['Matt'],"['600 x 600', '600 x 1200']","['4', '2']","['1.44', '1.44']",['Bathroom_Tile']
496,"['30', '32']",['Floor and Wall'],['Glazed Vitrified Tiles'],['Black'],['Matt'],"['600 x 600', '600 x 1200']","['4', '2']","['1.44', '1.44']",['Bathroom_Tile']
497,"['30', '32']",['Floor and Wall'],['Glazed Vitrified Tiles'],['Brown'],['Matt'],"['600 x 600', '600 x 1200']","['4', '2']","['1.44', '1.44']",['Bathroom_Tile']
498,"['30', '32']",['Floor and Wall'],['Glazed Vitrified Tiles'],['Grey'],['Matt'],"['600 x 600', '600 x 1200']","['4', '2']","['1.44', '1.44']",['Bathroom_Tile']
499,"['30', '32']",['Floor and Wall'],['Glazed Vitrified Tiles'],['Cream'],['Matt'],"['600 x 600', '600 x 1200']","['4', '2']","['1.44', '1.44']",['Bathroom_Tile']
500,['14.5'],['Wall'],['Digital Wall Tiles'],['White'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
501,['14.5'],['Wall'],['Digital Wall Tiles'],['Coffee'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
502,['14.5'],['Wall'],['Digital Wall Tiles'],['White'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
503,['14.5'],['Wall'],['Digital Wall Tiles'],"['Grey', 'White']",['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
504,['14.5'],['Wall'],['Digital Wall Tiles'],['Grey'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
505,['14.5'],['Wall'],['Digital Wall Tiles'],['White'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
506,['14.5'],['Wall'],['Digital Wall Tiles'],"['Brown', 'White']",['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
507,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
508,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
509,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
510,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
511,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
512,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
513,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
514,"['30', '32']",['Floor and Wall'],['Glazed Vitrified Tiles'],['Cream'],['Matt'],"['600 x 600', '600 x 1200']","['4', '2']","['1.44', '1.44']",['Bathroom_Tile']
515,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Beige'],['Carving'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
516,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['White'],['Carving'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
517,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Brown'],['Carving'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
518,['32'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Grey'],['Carving'],['600 x 1200'],['2'],['1.44'],['Bathroom_Tile']
519,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
520,['14.5'],['Wall'],['Digital Wall Tiles'],"['Brown', 'Cream']",['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
521,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
522,['30'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Brown'],['Matt'],['600 x 600'],['4'],['1.44'],['Bathroom_Tile']
523,['14.5'],['Wall'],['Digital Wall Tiles'],['Cream'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
524,['30'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Grey'],['Matt'],['600 x 600'],['4'],['1.44'],['Bathroom_Tile']
525,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
526,['30'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Black'],['Matt'],['600 x 600'],['4'],['1.44'],['Bathroom_Tile']
527,['30'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Wood'],['Wood - Punch Matt'],['600 x 600'],['4'],['1.44'],['Bathroom_Tile']
528,['30'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Wood'],['Matt'],['600 x 600'],['4'],['1.44'],['Bathroom_Tile']
529,"['32', '32']",['Floor and Wall'],['Glazed Vitrified Tiles'],['Grey'],['Wood - Punch Matt'],"['600 x 1200', '198 x 1200']","['2', '6']","['1.44', '1.44']",['Bathroom_Tile']
530,"['32', '32']",['Floor and Wall'],['Glazed Vitrified Tiles'],['Brown'],['Wood - Punch Matt'],"['600 x 1200', '198 x 1200']","['2', '6']","['1.44', '1.44']",['Bathroom_Tile']
531,"['32', '32']",['Floor and Wall'],['Glazed Vitrified Tiles'],['Black'],['Wood - Punch Matt'],"['600 x 1200', '198 x 1200']","['2', '6']","['1.44', '1.44']",['Bathroom_Tile']
532,"['32', '32']",['Floor and Wall'],['Glazed Vitrified Tiles'],['Cream'],['Wood - Punch Matt'],"['600 x 1200', '198 x 1200']","['2', '6']","['1.44', '1.44']",['Bathroom_Tile']
533,['30'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Blue'],['Glossy                                                                                                                             Matt'],['600 x 600'],['4'],['1.44'],['Bathroom_Tile']
534,['30'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Cream'],['Matt'],['600 x 600'],['4'],['1.44'],['Bathroom_Tile']
535,['30'],['Floor and Wall'],['Glazed Vitrified Tiles'],['White'],['Matt'],['600 x 600'],['4'],['1.44'],['Bathroom_Tile']
536,['30'],['Floor and Wall'],['Glazed Vitrified Tiles'],['White'],['Glossy'],['600 x 600'],['4'],['1.44'],['Bathroom_Tile']
537,['14.5'],['Wall'],['Digital Wall Tiles'],['Brown'],['Matt'],['300 x 600'],['5'],['0.90'],['Bathroom_Tile']
538,['30'],['Floor and Wall'],['Glazed Vitrified Tiles'],['Cream'],['Glossy'],['600 x 600'],['4'],['1.44'],['Bathroom_Tile']
